date;newborns;birth deaths;fertility rate;life expectancy;rural population;urban population;workers;unemployed;overweight;population density;housing expenditure;health expenditure;food expenditure;transportation expenditure;education expenditure;leisure expenditure;electricity access;electricity consumption;co2 emissions;broadband subscriptions;mobile subscriptions;manufacturing value added;high-tech value added;r and d spend;cereal yield;imports of goods and services;exports of goods and services;energy imports;high-tech exports;food exports;services trade;trade;gni;household consumption expenditure;bank capital to assets ratio;bank nonperforming loans;lending interest rate;real interest rate;gross domestic savings;broad money;government debt;government interest payments external debt;government tax revenue;government debt service;gdp;gni;inflation;listed companies;Population, total;population
1960-11-01;422269.9336994786;335696.28779963043;4.672554814814817;45.862056874435396;8932131.82366658;4614236.173370459;382883.6842105263;20881.936842105264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;251.88457696882344;1.4880822025745515;0.0;0.0;39.386845211922484;0.0;0.0;0.0;352.2255267263762;350.00004968966215;0.052430717930095926;0.0;0.0;119435099.60132927;10231229511.205019;303.7079107076505;245.82107096716277;0.0;0.0;0.0018629413580104938;0.0;4930632810.149284;14193516258.428333;0.0;0.0;0.0;0.0;41626624917.75125;4390071750.169618;0.0;0.0;13550666.918518517;13550666.918518517
1960-12-01;421936.99760287494;335541.82270158856;4.673108518518521;45.92152789521227;8936340.803888801;4625113.274629719;379671.5789473684;23535.247368421053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;253.12567796911938;1.4971129320281351;0.0;0.0;39.55851820711025;0.0;0.0;0.0;353.95179899060946;351.62164767952316;0.05250731382033884;0.0;0.0;119234346.3207752;10260539710.808863;308.5469624367612;246.5133799383748;0.0;0.0;0.0018633410493700616;0.0;4939629286.562916;14261590898.00586;0.0;0.0;0.0;0.0;41777805252.00348;4441517994.764996;0.0;0.0;13565760.10148148;13565760.10148148
1961-01-01;421604.06150627125;335387.35760354676;4.673662222222225;45.98099891598915;8940549.784111025;4635990.375888978;317810.6666666667;23725.83111111111;0.0;192.98107895780797;0.0;0.0;0.0;0.0;0.0;0.0;0.0;254.3667789694153;1.5061436614817187;0.0;0.0;39.730191202298;0.0;0.0;869.3751111111111;355.67807125484273;353.2432456693842;0.05258390971058175;0.0;0.0;119033593.04022114;10289849910.412706;313.38601416587187;247.20568890958685;0.0;0.0;0.0018637407407296296;0.001002314817815795;4948625762.976547;14329665537.583385;0.0;0.0;0.0;0.0;41928985586.255714;4492964239.360374;0.01577064934659125;0.0;13580853.284444444;13580853.284444444
1961-02-01;426662.47058757936;335388.6432115544;4.671713703703706;46.00805859078589;8948317.90730662;4647725.551582271;378355.2631578947;29763.02105263158;0.0;193.32924092019434;0.0;0.0;0.0;0.0;0.0;0.0;0.0;255.86769044685448;1.5134879457416779;0.0;0.0;39.78604054814335;0.0;0.0;872.8722962962963;356.7232969023878;353.7446267085016;0.052764361061864024;0.0;0.0;118787616.75866461;10307641865.065874;313.63143496089293;247.5830137791867;0.0;0.0;0.001862606790111111;0.0010106633711042744;4966276142.256897;14475130265.084984;0.0;0.0;0.0;0.0;42123423659.663864;4504851175.338978;0.01649564521419621;0.0;13600366.995555555;13600366.995555555
1961-03-01;431720.8796688875;335389.92881956196;4.669765185185187;46.03511826558264;8956086.030502219;4659460.727275563;381507.8947368421;28544.194736842106;0.0;193.67740288258068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.36860192429367;1.520832230001637;0.0;0.0;39.84188989398869;0.0;0.0;876.3694814814814;357.76852254993287;354.246007747619;0.0529448124131463;0.0;0.0;118541640.47710808;10325433819.719044;313.87685575591405;247.96033864878652;0.0;0.0;0.0018614728394925925;0.001019011924392754;4983926521.537248;14620594992.586582;0.0;0.0;0.0;0.0;42317861733.072014;4516738111.317581;0.017220641081801165;0.0;13619880.706666667;13619880.706666667
1961-04-01;436779.2887501956;335391.2144275696;4.667816666666669;46.062177940379385;8963854.153697815;4671195.902968856;380052.1052631579;25722.747368421053;0.0;194.02556484496705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;258.8695134017329;1.5281765142615962;0.0;0.0;39.897739239834046;0.0;0.0;879.8666666666667;358.81374819747793;354.7473887867364;0.05312526376442858;0.0;0.0;118295664.19555154;10343225774.372211;314.1222765509351;248.33766351838636;0.0;0.0;0.001860338888874074;0.0010273604776812333;5001576900.817597;14766059720.088179;0.0;0.0;0.0;0.0;42512299806.48016;4528625047.296185;0.017945636949406124;0.0;13639394.417777777;13639394.417777777
1961-05-01;441837.6978315037;335392.5000355772;4.665868148148149;46.08923761517613;8971622.27689341;4682931.078662149;383506.84210526315;24585.64210526316;0.0;194.3737268073534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.37042487917205;1.5355207985215553;0.0;0.0;39.95358858567939;0.0;0.0;883.3638518518518;359.858973845023;355.2487698258538;0.053305715115710854;0.0;0.0;118049687.91399501;10361017729.025381;314.36769734595623;248.71498838798618;0.0;0.0;0.0018592049382555554;0.0010357090309697128;5019227280.097948;14911524447.589777;0.0;0.0;0.0;0.0;42706737879.88831;4540511983.274788;0.018670632817011083;0.0;13658908.128888888;13658908.128888888
1961-06-01;446896.1069128118;335393.7856435848;4.663919629629631;46.11629728997288;8979390.400089007;4694666.254355442;393840.0;27964.273684210526;0.0;194.72188876973976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;261.87133635661127;1.5428650827815145;0.0;0.0;40.00943793152474;0.0;0.0;886.861037037037;360.90419949256807;355.7501508649712;0.053486166466993126;0.0;0.0;117803711.63243848;10378809683.678549;314.6131181409773;249.09231325758603;0.0;0.0;0.001858070987637037;0.0010440575842581923;5036877659.378298;15056989175.091375;0.0;0.0;0.0;0.0;42901175953.29646;4552398919.253391;0.019395628684616043;0.0;13678421.84;13678421.84
1961-07-01;451954.5159941199;335395.0712515924;4.661971111111113;46.14335696476962;8987158.523284603;4706401.430048734;390826.84210526315;26111.452631578948;0.0;195.0700507321261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;263.3722478340504;1.5502093670414738;0.0;0.0;40.06528727737009;0.0;0.0;890.3582222222221;361.94942514011314;356.25153190408855;0.053666617818275406;0.0;0.0;117557735.35088193;10396601638.331718;314.85853893599835;249.46963812718587;0.0;0.0;0.0018569370370185184;0.0010524061375466718;5054528038.658648;15202453902.592972;0.0;0.0;0.0;0.0;43095614026.704605;4564285855.231995;0.020120624552221;0.0;13697935.55111111;13697935.55111111
1961-08-01;457012.92507542804;335396.35685960006;4.660022592592593;46.170416639566376;8994926.6464802;4718136.605742026;388795.7894736842;23369.415789473685;0.0;195.41821269451248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;264.87315931148964;1.557553651301433;0.0;0.0;40.121136623215435;0.0;0.0;893.8554074074074;362.99465078765826;356.75291294320596;0.053847069169557685;0.0;0.0;117311759.0693254;10414393592.984886;315.1039597310195;249.8469629967857;0.0;0.0;0.0018558030863999998;0.0010607546908351514;5072178417.938998;15347918630.09457;0.0;0.0;0.0;0.0;43290052100.112755;4576172791.210598;0.020845620419825957;0.0;13717449.262222221;13717449.262222221
1961-09-01;462071.33415673615;335397.6424676076;4.658074074074075;46.19747631436312;9002694.769675797;4729871.781435319;381465.7894736842;21232.72105263158;0.0;195.76637465689885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;266.37407078892886;1.5648979355613921;0.0;0.0;40.17698596906078;0.0;0.0;897.3525925925926;364.0398764352033;357.25429398232336;0.05402752052083996;0.0;0.0;117065782.78776887;10432185547.638054;315.34938052604053;250.22428786638554;0.0;0.0;0.0018546691357814813;0.0010691032441236309;5089828797.219348;15493383357.596169;0.0;0.0;0.0;0.0;43484490173.520905;4588059727.189201;0.021570616287430917;0.0;13736962.973333333;13736962.973333333
1961-10-01;467129.74323804426;335398.92807561526;4.656125555555556;46.22453598915987;9010462.892871393;4741606.957128612;384529.4736842105;20333.452631578948;0.0;196.1145366192852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;267.874982266368;1.5722422198213513;0.0;0.0;40.232835314906126;0.0;0.0;900.8497777777777;365.0851020827484;357.75567502144077;0.05420797187212223;0.0;0.0;116819806.50621234;10449977502.291224;315.59480132106165;250.60161273598536;0.0;0.0;0.0018535351851629628;0.0010774517974121104;5107479176.499699;15638848085.097767;0.0;0.0;0.0;0.0;43678928246.929054;4599946663.167805;0.022295612155035876;0.0;13756476.684444444;13756476.684444444
1961-11-01;472188.1523193524;335400.2136836229;4.654177037037037;46.251595663956614;9018231.01606699;4753342.1328219045;382673.15789473685;20744.026315789473;0.0;196.46269858167156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;269.37589374380724;1.5795865040813104;0.0;0.0;40.28868466075147;0.0;0.0;904.346962962963;366.13032773029346;358.25705606055817;0.05438842322340451;0.0;0.0;116573830.2246558;10467769456.944391;315.8402221160827;250.9789376055852;0.0;0.0;0.0018524012345444442;0.0010858003507005897;5125129555.780048;15784312812.599365;0.0;0.0;0.0;0.0;43873366320.337204;4611833599.146408;0.02302060802264083;0.0;13775990.395555556;13775990.395555556
1961-12-01;477246.5614006605;335401.49929163046;4.652228518518518;46.27865533875336;9025999.139262587;4765077.308515197;378857.8947368421;21273.52105263158;0.0;196.8108605440579;0.0;0.0;0.0;0.0;0.0;0.0;0.0;270.8768052212464;1.5869307883412695;0.0;0.0;40.344534006596824;0.0;0.0;907.8441481481481;367.1755533778385;358.7584370996756;0.05456887457468679;0.0;0.0;116327853.94309928;10485561411.59756;316.08564291110383;251.35626247518502;0.0;0.0;0.0018512672839259257;0.0010941489039890692;5142779935.060399;15929777540.100962;0.0;0.0;0.0;0.0;44067804393.74535;4623720535.125011;0.02374560389024579;0.0;13795504.106666666;13795504.106666666
1962-01-01;482304.9704819686;335402.7848996381;4.6502799999999995;46.305715013550106;9033767.262458183;4776812.48420849;316602.6666666667;20546.764444444445;0.0;197.15902250644427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;272.3777166986856;1.5942750726012287;0.0;0.0;40.40038335244217;0.0;0.0;911.3413333333333;368.2207790253836;359.259818138793;0.05474932592596906;0.0;0.14098272081350915;116081877.66154274;10503353366.250729;316.3310637061249;251.73358734478487;0.0;0.0;0.0018501333333074072;0.0011024974572775488;5160430314.340749;16075242267.60256;0.0;0.0;0.0;0.0;44262242467.1535;4635607471.103615;0.02447059975785075;0.0;13815017.817777777;13815017.817777777
1962-02-01;484529.9671497927;335592.9638975073;4.64815012345679;46.309837208672064;9044937.157803386;4789642.710715137;377635.2631578947;23588.852631578946;0.0;197.5297599997368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;274.2206517404669;1.631637779851203;0.0;0.0;40.705101767505376;0.0;0.0;911.1494444444444;370.2194096873773;361.03156863384237;0.05491284552836058;0.0;0.1403034031446474;116614462.4714509;10570760594.575563;317.011277922971;252.32185616745153;0.0;0.0;0.0018457827160253085;0.0010796561105955278;5190103385.57294;16204449591.22848;0.0;0.0;0.0;0.0;44454397569.19267;4655802913.66207;0.02507403589783205;0.0;13839028.343333332;13839028.343333332
1962-03-01;486754.9638176168;335783.14289537654;4.64602024691358;46.313959403794016;9056107.053148588;4802472.937221786;379635.2631578947;22754.615789473683;0.0;197.90049749302932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;276.06358678224825;1.6690004871011772;0.0;0.0;41.00982018256859;0.0;0.0;910.9575555555555;372.21804034937105;362.80331912889176;0.055076365130752106;0.0;0.13962408547578561;117147047.28135906;10638167822.900396;317.691492139817;252.91012499011816;0.0;0.0;0.0018414320987432096;0.0010568147639135068;5219776456.805132;16333656914.854399;0.0;0.0;0.0;0.0;44646552671.23184;4675998356.220526;0.02567747203781335;0.0;13863038.868888889;13863038.868888889
1962-04-01;488979.9604854409;335973.32189324574;4.643890370370371;46.31808159891597;9067276.948493792;4815303.163728435;379988.4210526316;20332.889473684212;0.0;198.27123498632184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;277.90652182402954;1.7063631943511517;0.0;0.0;41.314538597631795;0.0;0.0;910.7656666666667;374.2166710113647;364.5750696239412;0.055239884733143625;0.0;0.13894476780692383;117679632.09126723;10705575051.225231;318.3717063566631;253.49839381278483;0.0;0.0;0.001837081481461111;0.0010339734172314856;5249449528.037323;16462864238.480318;0.0;0.0;0.0;0.0;44838707773.271;4696193798.778981;0.026280908177794646;0.0;13887049.394444443;13887049.394444443
1962-05-01;491204.95715326496;336163.500891115;4.641760493827161;46.322203794037925;9078446.843838993;4828133.390235082;384438.94736842107;18906.515789473684;0.0;198.64197247961437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;279.7494568658108;1.743725901601126;0.0;0.0;41.619257012695;0.0;0.0;910.5737777777778;376.21530167335845;366.3468201189906;0.055403404335535145;0.0;0.13826545013806207;118212216.90117538;10772982279.550064;319.05192057350916;254.08666263545146;0.0;0.0;0.001832730864179012;0.0010111320705494646;5279122599.269514;16592071562.106237;0.0;0.0;0.0;0.0;45030862875.31017;4716389241.337437;0.026884344317775945;0.0;13911059.92;13911059.92
1962-06-01;493429.95382108906;336353.6798889842;4.639630617283951;46.32632598915988;9089616.739184197;4840963.61674173;391888.94736842107;22206.157894736843;0.0;199.0127099729069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;281.5923919075922;1.7810886088511002;0.0;0.0;41.923975427758215;0.0;0.0;910.3818888888889;378.2139323353522;368.11857061404;0.055566923937926664;0.0;0.13758613246920032;118744801.71108353;10840389507.874899;319.7321347903552;254.67493145811812;0.0;0.0;0.0018283802468969134;0.0009882907238674436;5308795670.501706;16721278885.732157;0.0;0.0;0.0;0.0;45223017977.34934;4736584683.895892;0.027487780457757245;0.0;13935070.445555555;13935070.445555555
1962-07-01;495654.95048891316;336543.85888685344;4.637500740740741;46.330448184281835;9100786.6345294;4853793.8432483785;389931.05263157893;20153.563157894736;0.0;199.3834474661994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;283.43532694937346;1.8184513161010745;0.0;0.0;42.22869384282142;0.0;0.0;910.1899999999999;380.2125629973459;369.8903211090894;0.055730443540318184;0.0;0.13690681480033853;119277386.5209917;10907796736.199734;320.41234900720127;255.26320028078476;0.0;0.0;0.0018240296296148147;0.0009654493771854226;5338468741.733897;16850486209.358074;0.0;0.0;0.0;0.0;45415173079.388504;4756780126.454348;0.028091216597738545;0.0;13959080.971111111;13959080.971111111
1962-08-01;497879.94715673727;336734.03788472264;4.635370864197531;46.334570379403786;9111956.529874602;4866624.069755027;391377.36842105264;20222.026315789473;0.0;199.75418495949197;0.0;0.0;0.0;0.0;0.0;0.0;0.0;285.27826199115475;1.8558140233510487;0.0;0.0;42.53341225788463;0.0;0.0;909.998111111111;382.21119365933964;371.6620716041388;0.05589396314270971;0.0;0.13622749713147675;119809971.33089986;10975203964.524567;321.09256322404735;255.85146910345142;0.0;0.0;0.0018196790123327158;0.0009426080305034016;5368141812.966088;16979693532.983994;0.0;0.0;0.0;0.0;45607328181.42767;4776975569.012803;0.028694652737719845;0.0;13983091.496666666;13983091.496666666
1962-09-01;500104.9438245614;336924.21688259183;4.633240987654322;46.338692574525744;9123126.425219806;4879454.296261675;386866.3157894737;18185.257894736842;0.0;200.1249224527845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;287.1211970329361;1.893176730601023;0.0;0.0;42.83813067294784;0.0;0.0;909.8062222222221;384.2098243213334;373.4338220991882;0.05605748274510123;0.0;0.135548179462615;120342556.14080802;11042611192.849401;321.7727774408934;256.4397379261181;0.0;0.0;0.0018153283950506172;0.0009197666838213805;5397814884.19828;17108900856.609913;0.0;0.0;0.0;0.0;45799483283.46684;4797171011.571259;0.029298088877701144;0.0;14007102.02222222;14007102.02222222
1962-10-01;502329.9404923854;337114.3958804611;4.631111111111112;46.3428147696477;9134296.320565008;4892284.522768322;386888.4210526316;17022.757894736842;0.0;200.495659946077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;288.9641320747174;1.9305394378509972;0.0;0.0;43.14284908801105;0.0;0.0;909.6143333333332;386.2084549833271;375.2055725942376;0.05622100234749275;0.0;0.13486886179375324;120875140.95071617;11110018421.174234;322.45299165773946;257.0280067487847;0.0;0.0;0.0018109777777685183;0.0008969253371393595;5427487955.430471;17238108180.235832;0.0;0.0;0.0;0.0;45991638385.50601;4817366454.129714;0.029901525017682444;0.0;14031112.547777778;14031112.547777778
1962-11-01;504554.9371602095;337304.5748783303;4.6289812345679024;46.346936964769654;9145466.215910211;4905114.749274971;385276.84210526315;19613.073684210525;0.0;200.86639743936954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;290.8070671164987;1.9679021451009717;0.0;0.0;43.447567503074254;0.0;0.0;909.4224444444444;388.2070856453208;376.977323089287;0.056384521949884275;0.0;0.13418954412489145;121407725.76062433;11177425649.49907;323.13320587458554;257.61627557145135;0.0;0.0;0.0018066271604864196;0.0008740839904573384;5457161026.6626625;17367315503.86175;0.0;0.0;0.0;0.0;46183793487.54518;4837561896.6881695;0.03050496115766374;0.0;14055123.073333332;14055123.073333332
1962-12-01;506779.9338280336;337494.75387619954;4.626851358024693;46.351059159891605;9156636.111255413;4917944.97578162;382987.36842105264;19799.4;0.0;201.23713493266206;0.0;0.0;0.0;0.0;0.0;0.0;0.0;292.65000215828;2.0052648523509458;0.0;0.0;43.75228591813747;0.0;0.0;909.2305555555555;390.2057163073145;378.74907358433643;0.056548041552275795;0.0;0.13351022645602967;121940310.5705325;11244832877.823902;323.81342009143157;258.20454439411805;0.0;0.0;0.0018022765432043207;0.0008512426437753174;5486834097.894855;17496522827.48767;0.0;0.0;0.0;0.0;46375948589.58434;4857757339.246625;0.03110839729764504;0.0;14079133.598888889;14079133.598888889
1963-01-01;509004.9304958577;337684.93287406873;4.624721481481483;46.35518135501356;9167806.006600616;4930775.202288267;320892.0;20586.204444444444;0.0;201.60787242595458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;294.4929372000613;2.0426275596009202;0.0;0.0;44.05700433320067;0.0;0.0;909.0386666666666;392.20434696930823;380.5208240793858;0.056711561154667314;0.0;0.1328309087871679;122472895.38044065;11312240106.148737;324.49363430827765;258.7928132167847;0.0;0.0;0.001797925925922222;0.0008284012970932965;5516507169.127046;17625730151.11359;0.0;0.0;0.0;0.0;46568103691.62351;4877952781.80508;0.03171183343762634;0.0;14103144.124444444;14103144.124444444
1963-02-01;508551.34063957847;339849.48693898885;4.6235901234567915;46.38805990966577;9178820.628295531;4943910.813556315;383123.6842105263;25643.02105263158;0.0;201.9781845590115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;296.82066476053114;2.059061000495584;0.0;0.0;44.21423126544048;0.0;0.0;910.9514444444444;394.9775070144218;382.9910239812883;0.05678278991279196;0.0;0.1335280430051268;123257155.30188844;11381119274.002419;325.8432805453285;259.43299685980645;0.0;0.0;0.0018286978395027776;0.0008283634341059453;5559760261.762325;17734484411.266594;0.0;0.0;0.0;0.0;46826772911.12543;4913076859.4891405;0.031717436063085955;0.0;14127304.76185185;14127304.76185185
1963-03-01;508097.75078329927;342014.0410039089;4.6224587654321;46.420938464317985;9189835.249990446;4957046.424824363;385031.05263157893;23381.336842105262;0.0;202.34849669206844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;299.14839232100104;2.075494441390248;0.0;0.0;44.37145819768029;0.0;0.0;912.8642222222222;397.7506670595353;385.4612238831908;0.056854018670916606;0.0;0.1342251772230857;124041415.22333622;11449998441.856102;327.1929267823794;260.0731805028282;0.0;0.0;0.0018594697530833332;0.0008283255711185942;5603013354.397604;17843238671.419598;0.0;0.0;0.0;0.0;47085442130.627335;4948200937.173201;0.03172303868854558;0.0;14151465.399259258;14151465.399259258
1963-04-01;507644.16092702;344178.595068829;4.621327407407408;46.4538170189702;9200849.871685361;4970182.036092411;387460.0;21017.163157894738;0.0;202.71880882512536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;301.4761198814709;2.0919278822849114;0.0;0.0;44.5286851299201;0.0;0.0;914.777;400.5238271046489;387.93142378509333;0.05692524742904126;0.0;0.13492231144104455;124825675.144784;11518877609.709784;328.5425730194303;260.71336414584994;0.0;0.0;0.0018902416666638888;0.0008282877081312431;5646266447.032884;17951992931.5726;0.0;0.0;0.0;0.0;47344111350.12925;4983325014.85726;0.03172864131400519;0.0;14175626.036666665;14175626.036666665
1963-05-01;507190.57107074076;346343.1491337491;4.6201960493827166;46.486695573622406;9211864.493380276;4983317.647360459;391192.63157894736;20785.42105263158;0.0;203.0891209581823;0.0;0.0;0.0;0.0;0.0;0.0;0.0;303.8038474419408;2.1083613231795755;0.0;0.0;44.68591206215991;0.0;0.0;916.6897777777779;403.29698714976246;390.40162368699583;0.056996476187165905;0.0;0.13561944565900344;125609935.06623177;11587756777.563467;329.89221925648116;261.3535477888717;0.0;0.0;0.0019210135802444444;0.000828249845143892;5689519539.668162;18060747191.725605;0.0;0.0;0.0;0.0;47602780569.631165;5018449092.54132;0.03173424393946481;0.0;14199786.674074074;14199786.674074074
